Age,Income_Usd,Temperature_C,Humidity_Pct,Latitude,Longitude,Height_Cm,Weight_Kg,Heart_Rate_Bpm,Systolic_Bp,Diastolic_Bp,Steps_Per_Day,Exam_Score,Price_Usd,Duration_Min,Gender,City,Device_Type,Membership_Level,Payment_Method,CGPA
34,1618683,17,15,59.0,143,-70.0,116,63.0,200,86,26196.0,66,4709.0,202.0,Male,S2,S1,L2,M1,4.6
57,197391,-16,NAN,,-26,113.0,131,158.0,96,NAN,11427.0,54,4321.0,600.0,Female,S1,S2,L2,M1,8.8
94,NAN,35,67,1.0,172,49.0,113,45.0,177,111,13694.0,90,,60.0,Female,S2,S2,L1,M2,1.4
10,NAN,16,7,-45.0,-129,-24.0,139,112.0,97,63,15889.0,53,2285.0,456.0,Male,S2,S2,L2,M1,2.1
NAN,540914,-1,24,76.0,150,140.0,68,67.0,113,121,36083.0, ,3085.0,13.0,Male,S1,S2,L2,M1,1.0
80,1459453,38,76,-89.0,-156,-99.0,139,135.0,116,119,11954.0,70,949.0,35.0,Male,S1,S2,L1,M1,8.0
70,507421,-2,51,-30.0,-7,-57.0,124,130.0,131,61,20418.0, ,4371.0,36.0,Female,S2,S2,L2,M1,1.2
23,611396,19,55,46.0,-17,204.0,53,154.0,136,42,31833.0,33,3396.0,169.0,Male,S1,S1,L1,M2,9.5
97,924379,3,23,47.0,155,-44.0,45,159.0,142,119,24292.0,92,2419.0,358.0,Female,S2,S1,L1,M1,5.7
47,1170871,-36,71,10.0,-159,-111.0,179,,180,44,20961.0,82,845.0,453.0,Male,S2,S2,L1,M2,5.5
49,1130510,19,36,,158,134.0,146,195.0,116,114,13038.0,86,4408.0,409.0,Female,S1,S2,L1,M2,1.3
18,1228264,4,NAN,-74.0,-162,-44.0,48,159.0,82,NAN,15280.0,48,1239.0,451.0,Female, ,S2,L2,M2,3.3
38,1120214,-40,25,,-99,181.0,108,75.0,116,NAN,1398.0,50,490.0,503.0,Female,S2,S2,L2,M1,9.2
67,1437899,-2,28,10.0,-7,208.0,121,43.0,105,59,4165.0,40,2797.0,216.0,Female,S2,S1,L2,M1,3.3
59,1026842,-31,33,-41.0,-91,168.0,117,135.0,165,44,11761.0,94,1990.0,16.0,Female,S1,S1,L1,M2,7.4
19,1253459,37,37,42.0,129,94.0,NAN,70.0,143,130,16152.0,54,3397.0,297.0,Female,S2,S2,L1,M2,4.3
NAN,30237,3,9,55.0,109,-89.0,127,121.0,196,82,23587.0,93,,329.0,Female,S2,S2,L2,M2,9.9
20,632864,3,17,,-42,28.0,162,144.0,159,59,31630.0,23,638.0,385.0,Female,S2,S1,L1,M2,7.9
11,1162480,15,41,11.0,-113,89.0,161,123.0,164,NAN,4107.0,18,2094.0,553.0,Female,S2,NAN,L1,M2,3.9
97,1291302,-42,19,36.0,-110,-51.0,151,166.0,172,98,29845.0,85,2096.0,200.0,Male,S2,S2,L2,M1,0.9
91,1401172,40,53,-14.0,-152,113.0,149,42.0,145,67,23186.0,29,4780.0,374.0,Female,S2,S1,L2, ,8.3
NAN,571579,-1,30,67.0,-151,-81.0,33,182.0,95,61,24739.0,59,,572.0,Female,S1,S2,L2,M2,7.2
29,665163,-35,59,58.0,19,-53.0,NAN,132.0,121,85,33166.0,23,3415.0,333.0,Male,S2,S2,,M1,9.6
86,179852,6,58,20.0, ,-29.0,33,66.0, ,48,8527.0,35,3983.0,270.0,Female,S2,S2,L2,M2,2.7
94,143502,-31,59,13.0,-51,84.0,166,150.0,112,121,5562.0,57,2659.0,424.0,Male,S2,S1,L2,M2,4.7
NAN,300721,45,59,-7.0,109,31.0,130,,95,110,15218.0,98,2757.0,157.0,Female,S1,S2,L2,M1,8.7
13,1531454,-21,64,-66.0,19,88.0,145,181.0,118,95,28448.0,72,1034.0,169.0,Male,S2,S2,L2, ,0.9
18,1951076,NAN,18,66.0,-147,54.0,163,104.0, ,43,28360.0,79,3933.0,23.0,Male,S1,S1,L1,M1,9.2
45,213447,13,75,-17.0,168,-33.0,120,87.0,107,61,28780.0,4,1084.0,137.0,Female,S1,S1,L2,M2,1.9
97,902977,3,42,66.0,-125,115.0,74,171.0,107,64,8602.0,15,67.0,489.0,Male,S1,S2,L2,M2,0.9
79,1375673,49,99,-15.0,2,,175,128.0,142,128,20090.0,22,,543.0,Female,S1,S1,L2,M2,0.4
98,1906479,29,52,,-12,110.0,180,68.0,102,86,839.0,84,2606.0,181.0,Male,S1,S2,L2,M2,3.0
99,509932,47,97,85.0,149,190.0,133,146.0,105,46,20739.0,55,848.0,503.0,Female,S1,S1,L1,M1,4.9
87,1844660,-47,58,-29.0,-32,104.0,135,119.0,96,86,18987.0,87,3886.0,312.0,Female,S1,S2,L1,M2,7.3
83,350622,-41,50,16.0,154,133.0,61,, ,130,2116.0,95,1680.0,177.0,Male,S1,S1,L1,M1,8.9
83,751911,42,37,-40.0,-108,-103.0,53,174.0,105,111,29525.0,20,4596.0,85.0,Female,S2,S2,L2,M2,2.7
67,1899251,13,23,87.0,-20,-104.0,NAN,,106,48,,43,2987.0,419.0,Male,S1,S2,L2,M2,6.7
30,807202,39,80,42.0,-109,92.0,58,57.0,160,82,7259.0,85,3480.0,600.0,Female,S2,S2,L2,M1,0.5
71,1314007,-37,21,0.0,-69,80.0,112,135.0,141,118,22064.0,57,1812.0,392.0,Female,S2,S2,L1, ,0.3
39,1243307,-46,88,-50.0,-65,-117.0,34,151.0,128,94,7990.0, ,2014.0,,Female,S2,S1,L2,M2,8.2
99,1983553,-18,NAN,,-13,210.0,67,67.0,200,75,10812.0,93,2982.0,44.0,Male,S2,S1,L2,M2,5.5
11,21682,-43,NAN,25.0,110,-106.0,163,73.0,104,NAN,4893.0,46,3658.0,15.0,Male,S2,S2,L2,M1,6.2
57,5763,-22,4,42.0,-1,-103.0,149,184.0,180,45,14473.0,35,935.0,457.0,Male,S1,S2,L2,M1,9.9
NAN,87032,-48,92,-85.0, ,-12.0,80,198.0,173,107,31935.0,12,2136.0,446.0,Female,S1,S1,L2,M2,9.7
46,512965,-29,99,,104,52.0,43,77.0,147,54,881.0,76,1767.0,447.0,Male,S1,S2,L2,M2,9.2
73,612593,-20,92,-59.0,-86,10.0,89,160.0,139,105,3166.0,93,269.0,329.0,Male,S2,S2,L2,M1,0.2
70,NAN,-24,53,-21.0,-16,-84.0,NAN,127.0,189,112,4126.0,100,3426.0,,Female,S2,S1,L1,M2,1.5
59,1519673,32,36,-43.0,134,12.0,32,54.0,87,119,2812.0,28,4197.0,5.0,Male,S1,S1,L2,M2,5.8
13,1985109,31,85,3.0,-37,-59.0,31,75.0, ,114,15393.0,52,2367.0,25.0,Male,S2,S2,L2,M2,5.9
46,1111046,-16,1,-7.0,74,-119.0,114,142.0,191,78,32372.0,92,20.0,171.0,Male,S2,S2,L2,M2,0.3
54,72372,-33,46,-19.0,166,-21.0,174,178.0,185,47,14738.0,80,4249.0,0.0,Male,S2,S2,,M1,7.7
61,407957,-16,100,43.0,-94,-68.0,31,145.0,122,87,7209.0,66,1729.0,,Male,S2,S1,L2,M1,2.3
42,633232,-31,64,79.0,-148,-96.0,NAN,125.0,107,51,38980.0,32,525.0,156.0,Female,S2,S2,L2,M1,9.9
62,163170,27,NAN,61.0,36,81.0,124,154.0,142,41,38806.0,23,1033.0,183.0,Female, ,S2,L1,M2,7.4
55,1932531,49,64,-14.0,87,-91.0,163,65.0,185,61,4193.0,75,4902.0,541.0,Male,S1,S2,L2,M2,4.4
89,165317,39,2,45.0,2,172.0,163,66.0,95,121,4907.0,32,1970.0,289.0,Male,S1,S2,L2,M2,3.9
21,19594,14,76,46.0,92,13.0,138,102.0,86,116,39671.0,64,4478.0,234.0,Female,S1,S2,L2,M2,6.3
32,474004,-5,2,,-68,86.0,65,100.0,87,75,28093.0,27,238.0,423.0,Female,S1,S2,L2,M1,9.9
51,564230,23,51,-37.0,106,167.0,164,158.0,112,116,,64,1115.0,12.0,Male,S1,S2,L1,M2,2.3
56,666470,-37,47,-13.0,-135,-14.0,164,146.0,193,99,4936.0,49,4630.0,506.0, ,S1,S1,L2,M2,9.8
NAN,3056,14,39,24.0,145,-18.0,131,81.0,97,101,20611.0,47,1384.0,78.0,Female,S2,S2,L1,M2,2.1
52,34775,4,NAN,84.0,97,181.0,84,159.0,157,75,37489.0,23,2649.0,189.0,Male,S2,S2,L2,M1,9.9
32,835066,45,81,82.0,47,129.0,43,196.0,130,65,20119.0,49,3062.0,79.0,Female,S2,S2,L2,M1,1.7
65,1614806,48,7,49.0,-21,-111.0,152,199.0,181,86,18586.0,74,1182.0,382.0,Female,S1,S2,L2,M1,5.7
15,NAN,-43,29,-84.0,137,,139,71.0,178,41,33763.0,81,1672.0,136.0,Female,S2,S1,L1,M2,9.6
85,NAN,45,NAN,73.0,130,50.0,164,168.0,144,NAN,1879.0,27,3559.0,589.0,Female,S2,S1,L1,M2,6.1
48,1142449,-21,63,-66.0,-137,88.0,NAN,146.0,140,87,9162.0,19,3355.0,154.0,Female,S2,S2,L2,M2,4.8
24,182856,-50,31,-74.0,-135,168.0,120,153.0,155,88,35329.0,1,1743.0,126.0,Male,S2,NAN,L2,M1,2.3
75,630464,33,75,-35.0,41,5.0,174,136.0,107,108,34607.0,5,4856.0,561.0,Female,S1,S1,L2,M1,7.5
23,38412,13,32,-65.0,-70,-52.0,94,146.0,130,64,23595.0,26,2964.0,464.0,Male,S2,S1,L2,M1,5.1
71,1367191,9,20,-18.0,125,112.0,61,53.0,83,119,4541.0,43,4791.0,9.0,Male,S1,S2,L2,M2,4.0
77,615968,-26,72,-59.0,120,94.0,NAN,127.0,178,122,1354.0,92,98.0,469.0,Male,S1,S1,L2,M1,1.9
90,577657,-35,84,-72.0,8,38.0,138,70.0,131,116,9039.0,64,,548.0,Female,S2,S1,L1,M2,1.1
44,1384282,-13,15,70.0,44,85.0,177,,101,68,22112.0,38,2311.0,102.0,Male,S2,S2,L1,M1,4.0
30,711476,-18,27,-13.0,142,32.0,66,91.0,187,NAN,14235.0,31,4314.0,501.0,Female,S2,S2,L1,M2,1.5
NAN,751812,16,59,29.0,-8,118.0,119,94.0,189,77,,37,2646.0,80.0,Female,S2,S1,L2,M1,7.5
23,873332,26,54,56.0,-156,-60.0,NAN,60.0,141,124,3250.0,77,1912.0,220.0,Female,S2,S2,L1,M2,9.9
89,1511996,-15,64,56.0,-81,140.0,173,126.0,179,118,6345.0,76,1355.0,580.0,Female,S2,S1,L1,M2,3.4
99,1364819,-2,67,-13.0,-106,-106.0,102,81.0,185,97,15290.0,37,2150.0,358.0,Female,S2,S2,L2,M1,3.9
50,144297,-1,77,0.0,162,-59.0,41,135.0,141,119,5627.0,46,3563.0,381.0,Female,S1,S2,L2,M2,5.3
100,1748981,8,82,68.0,134,107.0,151,84.0,136,80,32994.0,51,117.0,64.0,Male,S1,S2,L1,M2,7.1
65,1771762,-12,34,14.0,-63,-106.0,120,133.0,135,118,4206.0,80,2090.0,93.0,Male,S2,S2,L2,M2,7.9
66,1352081,35,97,68.0,38,63.0,135,183.0,146,109,10490.0,25,1086.0,273.0,Male, ,S2,L2,M2,3.0
50,796807,2,38,25.0, ,161.0,87,159.0,140,107,9037.0,13,1116.0,58.0,Male,S2,S1,L2,M1,0.0
20,476435,48,78,-11.0,21,156.0,44,93.0,157,42,26063.0,0,478.0,67.0,Female,S2,S1,L1,M1,9.4
90,1634738,24,NAN,4.0,11,10.0,175,106.0,146,66,31333.0,13,2747.0,114.0,Male,S2,S2,L2,M2,5.5
48,1230792,47,67,47.0,-51,-53.0,161,180.0,159,94,17469.0,80,1294.0,375.0,Male,S1,S1,L1,M2,0.6
44,1301796,45,30,-38.0,49,178.0,84,116.0,118,88,38629.0,27,2685.0,57.0,Female,S2,S1,L1,M2,3.9
90,1196299,27,81,-62.0,-140,35.0,NAN,186.0,155,100,9347.0,12,4694.0,586.0,Female,S1,S2,L2,M2,9.3
33,1260817,-6,93,71.0,45,1.0,NAN,81.0,138,51,6363.0,60,2017.0,55.0,Female,S2,S2,L2,M2,1.4
53,197435,-39,16,65.0,-111,-30.0,86,145.0,85,64,2301.0,40,4944.0,,Male,S1,S2,L2,M2,6.7
18,1382874,-32,76,,91,45.0,NAN,185.0,94,66,37386.0,82,3370.0,97.0,Male,S1,S2,L2,M1,5.5
23,850948,35,0,-77.0,126,,46,60.0,162,48,5907.0,28,3050.0,573.0,Male,S2,S2,L1,M1,4.9
65,1648559,40,53,-8.0,144,-115.0,64,117.0,191,123,32595.0,87,4911.0,211.0,Female,S2,S1,L2,M2,9.1
12,135633,15,27,24.0, ,-112.0,42,110.0, ,71,37118.0,1,671.0,16.0,Female,S2,S1,L1,M2,6.0
54,1492380,-42,42,-28.0,167,14.0,76,48.0,154,79,27489.0,45,2144.0,422.0, ,S1,S2,L2,M2,6.3
33,1796425,1,95,46.0,-28,203.0,168,44.0,80,60,16731.0,11,3434.0,433.0,Female,S2,S2,L1,M2,2.4
90,96776,-16,95,-45.0,0,-91.0,165,118.0,137,126,3602.0,35,4658.0,6.0,Male,S2,S1,L2,M1,3.7
47,886262,31,30,-9.0,135,27.0,36,102.0,88,74,35574.0,57,3259.0,115.0,Male,S1,NAN,L2,M2,1.9
38,1872767,-18,6,27.0,138,59.0,42,121.0,200,47,32450.0,23,4439.0,582.0,Female,S1,S2,L1,M2,4.7
81,1759391,6,85,-16.0,167,177.0,138,122.0,200,91,14718.0,26,47.0,88.0,Female,S2,S1,L1,M1,4.7
23,1514808,-13,99,33.0,8,29.0,73,93.0,185,62,2695.0, ,2622.0,528.0,Female,S1,S1,L1,M2,0.4
14,1676732,3,6,-9.0,33,125.0,136,137.0,107,102,2501.0,90,3697.0,561.0,Male,S1,S2,L2,M1,2.3
69,42084,27,27,61.0,59,137.0,NAN,149.0,153,99,,92,9.0,251.0,Male,S2,S1,L1,M1,4.4
36,1215793,-3,34,76.0,-5,56.0,89,101.0,120,102,20248.0,43,2256.0,449.0,Male,S2,S2,L1,M2,6.3
36,1934066,-6,78,-71.0,-10,50.0,88,,168,44,30880.0,60,698.0,15.0,Female,S2,S1,L1,M1,5.4
NAN,462513,-20,61,-62.0,151,-85.0,32,149.0,134,82,28275.0,58,487.0,24.0,Male,S2,S1,L2,M2,8.5
19,NAN,-12,64,-85.0,96,,115,159.0,95,41,33907.0,32,2006.0,357.0,Male,S2,S1,L2,M1,0.3
99,493760,-23,50,69.0,128,-5.0,111,137.0,186,106,17675.0,2,687.0,240.0,Male,S1,S2,L1,M1,4.8
77,128624,20,43,-17.0,-89,-2.0,52,177.0,135,128,28688.0,33,,443.0,Female,S1,S1,L2,M2,8.0
23,1011250,NAN,3,-22.0,133,-24.0,109,,98,71,3272.0,68,4544.0,294.0,Male,S1,S1,L2,M1,7.6
11,482276,34,42,49.0,-94,-103.0,34,90.0,116,120,21089.0,90,4931.0,70.0,Female,S2,S2,L2,M2,7.0
42,1354158,20,NAN,13.0,-124,,70,115.0,153,44,11175.0,64,3217.0,367.0,Male,S2,S2,L2,M1,1.8
28,1676325,42,NAN,3.0,128,-71.0,85,165.0,151,51,7036.0,1,4824.0,63.0,Female,S2,S2,L2,M1,0.8
85,1861635,-31,77,3.0,-31,28.0,84,61.0,172,49,15637.0,71,1968.0,581.0,Male,S1,NAN,L2,M1,9.3
68,1262780,29,16,46.0,-47,31.0,32,119.0,195,71,26710.0,85,1946.0,324.0,Male,S2,S2,L2, ,0.3
37,93677,37,83,69.0,-73,-60.0,174,137.0,120,114,1336.0,88,420.0,460.0,Female,S1,S1,L1,M2,1.3
53,1804076,-19,56,-68.0,95,-116.0,155,65.0,149,64,12160.0,42,,109.0,Female,S1,S2,L2,M1,2.9
95,1290228,19,31,-13.0,-177,-110.0,138,186.0,154,87,21562.0,27,3817.0,460.0,Female,S1,S2,L1,M2,6.9
51,335945,-34,63,87.0,-114,52.0,NAN,190.0,117,NAN,33346.0,42,2333.0,59.0,Female,S2,S1,L1,M2,5.9
93,1245422,-40,88,-43.0,106,-95.0,53,86.0,142,75,20405.0,3,1032.0,352.0,Male,S2,S1,L2,M2,1.9
50,116976,19,83,-32.0,-139,200.0,179,,94,77,15916.0,17,1645.0,466.0,Male,S2,S2,L1,M2,2.2
27,58359,-20,74,-29.0,124,96.0,31,177.0,155,56,8372.0, ,1575.0,295.0,Female,S1,S2,L1,M1,9.4
32,727847,-31,48,,-34,-20.0,97,197.0,135,81,10328.0,99,2243.0,444.0,Female,S2,NAN,L2,M2,1.9
80,467122,13,60,-75.0,-38,-37.0,178,171.0,134,95,29548.0,5,2436.0,467.0,Male,S2,S2,L2,M1,3.9
42,716358,40,14,18.0,-58,166.0,65,131.0,162,85,14431.0,18,,345.0,Female,S2,S2,L1,M2,2.6
37,1444706,NAN,46,,139,142.0,71,200.0,171,60,6919.0,3,1009.0,509.0,Male,S2,S2,L2,M2,7.1
32,1373407,-48,90,67.0,-91,53.0,148,100.0,81,121,32130.0,6,2614.0,356.0,Male,S1,S2,,M2,7.7
48,903719,-7,72,-30.0,23,118.0,172,89.0,199,101,35465.0,67,4876.0,187.0,Female,S1,S2,L1,M1,6.6
41,NAN,-25,67,-28.0,154,-65.0,113,78.0,188,61,4093.0,75,442.0,237.0,Male,S2,S1,L2,M2,7.9
58,1762649,14,30,-52.0,-39,,162,193.0,184,70,27460.0,0,3428.0,6.0,Female,S2,S1,L1,M1,4.5
60,809299,43,35,6.0,42,-102.0,152,80.0,159,40,5747.0,34,1697.0,22.0,Female,S2,S2,L2,M2,7.6
13,1411971,5,46,20.0,-144,210.0,60,158.0,93,42,1019.0,68,2979.0,36.0,Female,S1,NAN,L2,M1,8.4
77,364739,8,27,40.0,52,-113.0,38,148.0,81,61,17329.0,91,3542.0,223.0,Male,S1,S2,L2,M2,6.2
35,878572,20,78,26.0,3,104.0,NAN,188.0,158,87,30920.0,0,2962.0,278.0,Male,S1,S1,L2,M2,5.1
56,331753,24,100,6.0,-152,124.0,127,104.0,80,40,920.0,71,106.0,116.0,Male,S1,S2,L2,M1,1.7
54,1026558,-10,10,-27.0,138,27.0,44,82.0,169,122,34722.0,62,3576.0,131.0,Male,S1,S1,L2,M2,3.9
11,602664,24,22,83.0,-24,89.0,65,141.0,175,49,3163.0,47,996.0,577.0,Female,S1,S2,L2,M2,8.8
53,381741,15,69,82.0,-153,18.0,119,78.0,108,57,22556.0,37,879.0,10.0,Male,S1,S1,L2,M1,4.6
27,783241,-17,10,14.0,105,-59.0,144,98.0,120,45,22322.0,96,3376.0,272.0,Male,S1,S2,L1,M1,6.3
41,653056,-20,85,-7.0,91,-56.0,144,127.0,126,78,13845.0,28,3451.0,472.0,Male,S1,S2,L2,M2,4.1
70,916718,7,75,8.0,-44,147.0,179,42.0,170,119,7072.0,20,3454.0,361.0,Female,S1,S2,L2,M1,3.2
19,283834,-20,96,-88.0,121,185.0,145,76.0,109,79,30148.0,25,2545.0,209.0,Male,S2,S2,L2,M2,5.5
34,1459273,45,46,-6.0,-88,-120.0,NAN,135.0,166,NAN,10592.0,12,1560.0,286.0,Female,S1,S1,L2,M2,5.8
59,1215927,27,76,21.0,137,16.0,157,152.0,85,54,15799.0,94,222.0,488.0,Male,S1,S2,L1,M1,0.9
25,1276964,11,18,-74.0,0,-109.0,60,109.0,129,80,31697.0,83,,450.0,Female,S2,S2,L1,M2,1.6
44,312679,29,40,-71.0,-163,52.0,68,108.0,134,124,18111.0,37,4024.0,546.0,Male,S2,S1,L2,M2,4.1
49,501575,44,30,-4.0,-130,169.0,158,149.0,97,66,33412.0,70,4318.0,217.0,Female,S2,S2,L2,M1,4.7
99,255698,-24,21,-77.0,37,-68.0,107,71.0,80,86,37727.0,92,4198.0,22.0,Female,S1,S1,L2,M2,1.3
65,1338620,-34,NAN,-81.0,117,128.0,163,198.0, ,43,36213.0,65,885.0,237.0,Male,S2,S2,L1,M1,3.8
34,530157,10,73,22.0,69,,60,149.0,147,92,856.0,67,3727.0,47.0,Female,S1,S2,L2,M2,0.7
91,303991,26,64,3.0,-154,-37.0,138,166.0,109,128,14894.0,31,4637.0,152.0,Male,S2,S1,L2,M2,5.9
NAN,1544622,-41,78,73.0,132,52.0,127,177.0,190,102,12592.0, ,4588.0,403.0,Female,S2,S2,L1,M2,8.1
15,235228,43,NAN,48.0,64,57.0,76,136.0,147,95,2461.0,67,4068.0,332.0,Male,S1,S2,L1,M2,5.5
58,518214,28,75,13.0,-179,-67.0,137,199.0,93,90,32197.0,23,3334.0,386.0,Male,S2,S2,L1,M1,3.4
26,653826,28,24,83.0,109,-86.0,79,83.0,170,116,10543.0,32,1868.0,,Female,S1,S2,L2,M1,5.8
91,1357561,-21,57,58.0,-158,-39.0,99,196.0,103,108,15684.0, ,1740.0,159.0,Male,S2,S2,L2,M1,9.9
74,246827,46,54,25.0, ,24.0,59,77.0,126,56,11283.0,20,763.0,287.0,Female,S1,S2,L2, ,1.5
39,1980606,-29,96,73.0,-103,-34.0,113,121.0,180,74,20050.0,24,221.0,377.0,Female,S2,S1,L1,M1,3.9
42,945619,-35,10,53.0,130,156.0,111,185.0,120,42,32685.0,82,188.0,88.0,Male,S1,S2,L2,M2,8.4
12,95191,32,36,73.0,-47,21.0,44,68.0,114,60,3860.0,41,865.0,360.0,Male,S1,S2,L2,M2,5.3
33,1228141,NAN,83,56.0, ,67.0,128,81.0,168,100,30993.0,49,3451.0,375.0,Male,S2,S1,L1,M2,9.6
39,1158042,18,1,-31.0,-119,-94.0,53,106.0,105,52,,44,530.0,60.0,Female,S2,S2,L2,M2,1.9
59,NAN,-20,35,55.0,101,107.0,173,69.0,100,76,8351.0,45,4348.0,10.0,Female,S2,S2,L1,M1,4.9
90,382428,5,6,-87.0,-107,209.0,155,109.0, ,NAN,26203.0,82,4534.0,498.0,Female,S1,S2,L1,M2,5.8
25,878206,22,76,26.0,89,112.0,30,198.0,167,113,19787.0,87,1858.0,552.0,Male,S2,S1,L1,M2,9.9
57,74012,25,24,38.0,-123,134.0,83,62.0,149,59,9376.0, ,986.0,,Male,S1,S1,L2,M2,9.4
44,1360886,42,24,18.0,121,94.0,156,156.0,103,107,39202.0,74,2489.0,562.0,Male,S2,S2,L2,M2,5.2
13,1578125,12,87,1.0,-144,-80.0,101,82.0,190,100,26921.0,84,,466.0,Female, ,S2,L2,M2,1.3
94,1423124,16,27,-54.0,137,-38.0,123,159.0,98,99,30599.0,27,2094.0,107.0,Male,S2,S2,L2,M1,7.5
44,862636,27,6,-17.0,-12,11.0,NAN,86.0,190,79,16111.0,53,,,Male,S2,S2,L1,M1,7.8
53,756326,-40,44,34.0,-67,103.0,98,116.0,81,56,24008.0,11,4079.0,366.0,Female,S2,S1,L2,M1,1.2
67,1284815,6,95,13.0,144,75.0,35,43.0,189,115,20764.0,29,,505.0,Female,S2,S2,L1,M1,9.6
45,NAN,-18,58,58.0,-38,30.0,144,76.0,150,129,,67,7.0,215.0,Male,S1,S2,L1,M1,1.0
90,1551502,-23,60,-73.0,46,210.0,71,96.0,191,91,28739.0,58,2683.0,369.0,Female,S2,S1,L1,M2,7.3
14,1842125,24,91,-13.0,73,122.0,82,,106,122,28516.0,54,4696.0,147.0,Female,S1,NAN,L2,M2,1.4
100,1161944,-37,39,-7.0, ,-92.0,137,83.0,168,67,15636.0,10,213.0,468.0,Male,S2,S1,L2,M2,4.9
81,1121889,14,99,-67.0,58,-16.0,NAN,41.0, ,64,,13,2852.0,342.0,Female,S2,S2,L1,M2,0.8
75,717294,-20,91,-11.0,-91,204.0,176,99.0,121,96,9560.0,48,4082.0,227.0,Male,S2,S2,L2,M2,6.7
31,952676,1,91,-50.0,-9,53.0,50,168.0,111,128,17914.0,71,2996.0,149.0,Female,S2,S1,L2,M2,8.7
51,262108,-8,47,-17.0,11,-48.0,87,171.0,146,126,16392.0,63,534.0,484.0,Male,S2,NAN,L2,M2,6.5
39,765670,-33,21,-50.0,121,168.0,160,160.0,123,112,36473.0,68,1941.0,103.0,Female,S1,S1,L1,M2,1.7
60,644760,-35,1,46.0,111,32.0,67,100.0,169,125,15371.0,28,2531.0,463.0,Female,S1,S2,,M1,5.3
70,1193913,-47,98,,-33,27.0,34,127.0,195,110,24428.0,88,3139.0,376.0,Female,S1,S2,L2,M1,3.2
77,182325,6,62,52.0,109,142.0,125,171.0,191,44,14325.0, ,1750.0,,Female,S1,S1,L1,M1,6.8
98,1575698,-49,71,-82.0,138,,168,120.0,87,73,2737.0,20,3099.0,71.0,Male,S2,S2,L1,M2,7.8
21,240169,5,25,-21.0,-139,-47.0,44,,139,54,26733.0,34,1212.0,338.0,Male,S1,S1,L2,M2,3.4
12,784570,31,72,33.0,-118,-64.0,152,167.0,194,76,32629.0,15,4754.0,13.0,Female,S1,S2,L1,M2,5.7
57,428267,-45,93,52.0,-27,-62.0,56,56.0,88,125,19714.0,96,3327.0,455.0,Male,S2,S2,L1,M1,0.1
47,1410866,28,51,-39.0,167,131.0,106,188.0,133,125,35772.0,36,890.0,338.0,Female,S1,S1,L2,M1,9.3
61,680616,-7,78,42.0, ,-55.0,90,119.0,154,48,19108.0,12,3484.0,154.0,Male,S2,S1,L1,M2,8.9
18,285387,38,43,21.0,-160,48.0,134,159.0,87,113,27591.0,54,539.0,256.0,Female,S1,S1,,M2,5.2
34,1332184,4,4,65.0,-127,,134,111.0,109,40,9866.0,36,341.0,156.0,Female,S2,NAN,L1,M1,5.5
NAN,1785381,34,37,-3.0,7,,154,198.0,96,125,38045.0,94,1543.0,415.0,Male,S2,S2,L2,M2,1.2
68,1486563,6,66,-83.0,95,4.0,75,93.0,194,105,21317.0,59,4440.0,524.0,Male,S1,S1,L2,M2,1.7
NAN,484557,38,36,-74.0, ,198.0,56,146.0,102,120,33958.0,48,1182.0,283.0,Male,S2,S2,L2,M2,0.0
78,742783,-50,71,73.0,-41,128.0,65,106.0,184,NAN,,1,4901.0,468.0,Female,S2,S2,L2,M2,7.5
83,453675,-26,5,-39.0,-176,12.0,62,87.0,184,107,30519.0,54,398.0,468.0, ,S2,S2,L2,M2,0.9
72,703952,-13,5,35.0,97,168.0,176,57.0,164,51,13957.0,78,40.0,0.0,Male,S1,S1,L2,M2,2.6
58,556152,30,27,61.0,56,191.0,126,,113,108,25604.0,9,3171.0,414.0,Female,S2,S2,L2,M1,5.7
33,734026,36,13,-28.0,159,129.0,80,159.0,152,103,8242.0,67,4635.0,593.0,Male,S1,S1,L2,M2,3.3
55,511667,-27,NAN,-32.0,-125,-83.0,109,176.0,107,100,20775.0,5,4317.0,542.0, ,S2,S2,L2,M2,9.0
60,1121221,42,50,51.0,73,-85.0,82,159.0,196,60,33115.0,40,448.0,,Male,S2,S1,L1,M2,6.6
99,658529,-13,78,-44.0,-36,183.0,172,168.0,133,NAN,16635.0,48,1245.0,501.0,Female,S2,S2,L1,M1,7.0
44,1841925,-4,61,-26.0,-18,9.0,89,185.0,115,80,21536.0,58,2156.0,474.0,Male,S1,S2,L1,M1,5.6
38,NAN,12,15,19.0,-103,81.0,49,180.0,90,81,9477.0,70,2817.0,257.0, ,S2,S2,L2,M1,4.5
57,1260150,-35,28,-18.0,-131,23.0,110,112.0,181,92,5032.0,63,,428.0,Male,S2,S1,L1,M2,5.1
41,236539,12,7,30.0,-18,28.0,160,107.0,87,43,5127.0,26,4341.0,325.0,Female,S2,NAN,L1,M2,7.0
11,123441,-49,72,67.0,99,7.0,40,,195,45,9757.0,77,4807.0,564.0,Male,S2,S1,L2,M2,8.1
20,1214216,8,83,-9.0,30,70.0,140,65.0,141,88,8676.0,54,4381.0,309.0,Female,S1,S2,L2,M2,4.8
85,1864512,9,88,-22.0,159,170.0,152,106.0,116,88,,80,1395.0,,Male,S2,S1,L1,M2,0.6
